"settings_id","stem_file","iterations_number","pile_width","pile_height","pile_depth","n_sides","n_meshes","lateral_friction","spinning_friction","rolling_friction","restitution","bend_function","random_turn","drop_algorithm","intended.con"
7928,"My200-4-2-0.csv",20,12,2,3,10,15,0.85,0.65,0.02,0.1,"shifted sin",FALSE,"trapezoid",7910
7929,"My200-4-2-0.csv",20,12,2,3,10,15,0.85,0.65,0.02,0.1,"shifted sin",FALSE,"trapezoid-freeze",7911
7930,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.65,0.02,0.1,"shifted sin",TRUE,"grid",7912
7931,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.65,0.02,0.1,"shifted sin",TRUE,"rowwise",7913
7932,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.65,0.02,0.1,"shifted sin",TRUE,"rowwise-freeze",7914
8095,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.85,0.02,0.1,"shifted sin",FALSE,"grid",8077
8096,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.85,0.02,0.1,"shifted sin",FALSE,"rowwise",8078
8097,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.85,0.02,0.1,"shifted sin",FALSE,"rowwise-freeze",8079
8098,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.85,0.02,0.1,"shifted sin",FALSE,"trapezoid",8080
8099,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.85,0.02,0.1,"shifted sin",FALSE,"trapezoid-freeze",8081
8100,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.85,0.02,0.1,"shifted sin",TRUE,"grid",8082
8101,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.85,0.02,0.1,"shifted sin",TRUE,"rowwise",8083
8102,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.85,0.02,0.1,"shifted sin",TRUE,"rowwise-freeze",8084
8103,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.85,0.02,0.1,"shifted sin",TRUE,"trapezoid",8085
8104,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.85,0.02,0.1,"shifted sin",TRUE,"trapezoid-freeze",8086
8105,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.85,0.02,0.1,"shifted sin",FALSE,"grid",8087
8106,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.85,0.02,0.1,"shifted sin",FALSE,"rowwise",8088
8107,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.85,0.02,0.1,"shifted sin",FALSE,"rowwise-freeze",8089
8108,"My200-4-2-0.csv",20,12,2,3,10,15,0.85,0.85,0.02,0.1,"shifted sin",FALSE,"trapezoid",8090
8109,"My200-4-2-0.csv",20,12,2,3,10,15,0.85,0.85,0.02,0.1,"shifted sin",FALSE,"trapezoid-freeze",8091
8110,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.85,0.02,0.1,"shifted sin",TRUE,"grid",8092
8111,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.85,0.02,0.1,"shifted sin",TRUE,"rowwise",8093
8112,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.85,0.02,0.1,"shifted sin",TRUE,"rowwise-freeze",8094
8275,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.45,0.02,0.1,"sin",FALSE,"grid",8257
8276,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.45,0.02,0.1,"sin",FALSE,"rowwise",8258
8277,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.45,0.02,0.1,"sin",FALSE,"rowwise-freeze",8259
8278,"My200-4-2-0.csv",20,12,2,3,10,8,0.45,0.45,0.02,0.1,"sin",FALSE,"trapezoid",8260
8279,"My200-4-2-0.csv",20,12,2,3,10,8,0.45,0.45,0.02,0.1,"sin",FALSE,"trapezoid-freeze",8261
8280,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.45,0.02,0.1,"sin",TRUE,"grid",8262
8281,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.45,0.02,0.1,"sin",TRUE,"rowwise",8263
8282,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.45,0.02,0.1,"sin",TRUE,"rowwise-freeze",8264
8283,"My200-4-2-0.csv",20,12,2,3,10,8,0.45,0.45,0.02,0.1,"sin",TRUE,"trapezoid",8265
8284,"My200-4-2-0.csv",20,12,2,3,10,8,0.45,0.45,0.02,0.1,"sin",TRUE,"trapezoid-freeze",8266
8285,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.45,0.02,0.1,"sin",FALSE,"grid",8267
8286,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.45,0.02,0.1,"sin",FALSE,"rowwise",8268
8287,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.45,0.02,0.1,"sin",FALSE,"rowwise-freeze",8269
8288,"My200-4-2-0.csv",20,12,2,3,10,15,0.45,0.45,0.02,0.1,"sin",FALSE,"trapezoid",8270
8289,"My200-4-2-0.csv",20,12,2,3,10,15,0.45,0.45,0.02,0.1,"sin",FALSE,"trapezoid-freeze",8271
8290,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.45,0.02,0.1,"sin",TRUE,"grid",8272
8291,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.45,0.02,0.1,"sin",TRUE,"rowwise",8273
8292,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.45,0.02,0.1,"sin",TRUE,"rowwise-freeze",8274
8455,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.65,0.02,0.1,"sin",FALSE,"grid",8437
8456,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.65,0.02,0.1,"sin",FALSE,"rowwise",8438
8457,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.65,0.02,0.1,"sin",FALSE,"rowwise-freeze",8439
8458,"My200-4-2-0.csv",20,12,2,3,10,8,0.45,0.65,0.02,0.1,"sin",FALSE,"trapezoid",8440
8459,"My200-4-2-0.csv",20,12,2,3,10,8,0.45,0.65,0.02,0.1,"sin",FALSE,"trapezoid-freeze",8441
8460,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.65,0.02,0.1,"sin",TRUE,"grid",8442
8461,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.65,0.02,0.1,"sin",TRUE,"rowwise",8443
8462,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.65,0.02,0.1,"sin",TRUE,"rowwise-freeze",8444
8463,"My200-4-2-0.csv",20,12,2,3,10,8,0.45,0.65,0.02,0.1,"sin",TRUE,"trapezoid",8445
8464,"My200-4-2-0.csv",20,12,2,3,10,8,0.45,0.65,0.02,0.1,"sin",TRUE,"trapezoid-freeze",8446
8465,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.65,0.02,0.1,"sin",FALSE,"grid",8447
8466,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.65,0.02,0.1,"sin",FALSE,"rowwise",8448
8467,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.65,0.02,0.1,"sin",FALSE,"rowwise-freeze",8449
8468,"My200-4-2-0.csv",20,12,2,3,10,15,0.45,0.65,0.02,0.1,"sin",FALSE,"trapezoid",8450
8469,"My200-4-2-0.csv",20,12,2,3,10,15,0.45,0.65,0.02,0.1,"sin",FALSE,"trapezoid-freeze",8451
8470,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.65,0.02,0.1,"sin",TRUE,"grid",8452
8471,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.65,0.02,0.1,"sin",TRUE,"rowwise",8453
8472,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.65,0.02,0.1,"sin",TRUE,"rowwise-freeze",8454
8635,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.85,0.02,0.1,"sin",FALSE,"grid",8617
8636,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.85,0.02,0.1,"sin",FALSE,"rowwise",8618
8637,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.85,0.02,0.1,"sin",FALSE,"rowwise-freeze",8619
8638,"My200-4-2-0.csv",20,12,2,3,10,8,0.45,0.85,0.02,0.1,"sin",FALSE,"trapezoid",8620
8639,"My200-4-2-0.csv",20,12,2,3,10,8,0.45,0.85,0.02,0.1,"sin",FALSE,"trapezoid-freeze",8621
8640,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.85,0.02,0.1,"sin",TRUE,"grid",8622
8641,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.85,0.02,0.1,"sin",TRUE,"rowwise",8623
8642,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.85,0.02,0.1,"sin",TRUE,"rowwise-freeze",8624
8643,"My200-4-2-0.csv",20,12,2,3,10,8,0.45,0.85,0.02,0.1,"sin",TRUE,"trapezoid",8625
8644,"My200-4-2-0.csv",20,12,2,3,10,8,0.45,0.85,0.02,0.1,"sin",TRUE,"trapezoid-freeze",8626
8645,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.85,0.02,0.1,"sin",FALSE,"grid",8627
8646,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.85,0.02,0.1,"sin",FALSE,"rowwise",8628
8647,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.85,0.02,0.1,"sin",FALSE,"rowwise-freeze",8629
8648,"My200-4-2-0.csv",20,12,2,3,10,15,0.45,0.85,0.02,0.1,"sin",FALSE,"trapezoid",8630
8649,"My200-4-2-0.csv",20,12,2,3,10,15,0.45,0.85,0.02,0.1,"sin",FALSE,"trapezoid-freeze",8631
8650,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.85,0.02,0.1,"sin",TRUE,"grid",8632
8651,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.85,0.02,0.1,"sin",TRUE,"rowwise",8633
8652,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.85,0.02,0.1,"sin",TRUE,"rowwise-freeze",8634
8815,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.45,0.02,0.1,"sin",FALSE,"grid",8797
8816,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.45,0.02,0.1,"sin",FALSE,"rowwise",8798
8817,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.45,0.02,0.1,"sin",FALSE,"rowwise-freeze",8799
8818,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.45,0.02,0.1,"sin",FALSE,"trapezoid",8800
8819,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.45,0.02,0.1,"sin",FALSE,"trapezoid-freeze",8801
8820,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.45,0.02,0.1,"sin",TRUE,"grid",8802
8821,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.45,0.02,0.1,"sin",TRUE,"rowwise",8803
8822,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.45,0.02,0.1,"sin",TRUE,"rowwise-freeze",8804
8823,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.45,0.02,0.1,"sin",TRUE,"trapezoid",8805
8824,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.45,0.02,0.1,"sin",TRUE,"trapezoid-freeze",8806
8825,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.45,0.02,0.1,"sin",FALSE,"grid",8807
8826,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.45,0.02,0.1,"sin",FALSE,"rowwise",8808
8827,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.45,0.02,0.1,"sin",FALSE,"rowwise-freeze",8809
8828,"My200-4-2-0.csv",20,12,2,3,10,15,0.65,0.45,0.02,0.1,"sin",FALSE,"trapezoid",8810
8829,"My200-4-2-0.csv",20,12,2,3,10,15,0.65,0.45,0.02,0.1,"sin",FALSE,"trapezoid-freeze",8811
8830,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.45,0.02,0.1,"sin",TRUE,"grid",8812
8831,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.45,0.02,0.1,"sin",TRUE,"rowwise",8813
8832,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.45,0.02,0.1,"sin",TRUE,"rowwise-freeze",8814
8995,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.65,0.02,0.1,"sin",FALSE,"grid",8977
8996,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.65,0.02,0.1,"sin",FALSE,"rowwise",8978
8997,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.65,0.02,0.1,"sin",FALSE,"rowwise-freeze",8979
8998,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.65,0.02,0.1,"sin",FALSE,"trapezoid",8980
8999,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.65,0.02,0.1,"sin",FALSE,"trapezoid-freeze",8981
9000,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.65,0.02,0.1,"sin",TRUE,"grid",8982
9001,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.65,0.02,0.1,"sin",TRUE,"rowwise",8983
9002,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.65,0.02,0.1,"sin",TRUE,"rowwise-freeze",8984
9003,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.65,0.02,0.1,"sin",TRUE,"trapezoid",8985
9004,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.65,0.02,0.1,"sin",TRUE,"trapezoid-freeze",8986
9005,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.65,0.02,0.1,"sin",FALSE,"grid",8987
9006,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.65,0.02,0.1,"sin",FALSE,"rowwise",8988
9007,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.65,0.02,0.1,"sin",FALSE,"rowwise-freeze",8989
9008,"My200-4-2-0.csv",20,12,2,3,10,15,0.65,0.65,0.02,0.1,"sin",FALSE,"trapezoid",8990
9009,"My200-4-2-0.csv",20,12,2,3,10,15,0.65,0.65,0.02,0.1,"sin",FALSE,"trapezoid-freeze",8991
9010,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.65,0.02,0.1,"sin",TRUE,"grid",8992
9011,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.65,0.02,0.1,"sin",TRUE,"rowwise",8993
9012,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.65,0.02,0.1,"sin",TRUE,"rowwise-freeze",8994
9175,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.85,0.02,0.1,"sin",FALSE,"grid",9157
9176,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.85,0.02,0.1,"sin",FALSE,"rowwise",9158
9177,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.85,0.02,0.1,"sin",FALSE,"rowwise-freeze",9159
9178,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.85,0.02,0.1,"sin",FALSE,"trapezoid",9160
9179,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.85,0.02,0.1,"sin",FALSE,"trapezoid-freeze",9161
9180,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.85,0.02,0.1,"sin",TRUE,"grid",9162
9181,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.85,0.02,0.1,"sin",TRUE,"rowwise",9163
9182,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.85,0.02,0.1,"sin",TRUE,"rowwise-freeze",9164
9183,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.85,0.02,0.1,"sin",TRUE,"trapezoid",9165
9184,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.85,0.02,0.1,"sin",TRUE,"trapezoid-freeze",9166
9185,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.85,0.02,0.1,"sin",FALSE,"grid",9167
9186,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.85,0.02,0.1,"sin",FALSE,"rowwise",9168
9187,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.85,0.02,0.1,"sin",FALSE,"rowwise-freeze",9169
9188,"My200-4-2-0.csv",20,12,2,3,10,15,0.65,0.85,0.02,0.1,"sin",FALSE,"trapezoid",9170
9189,"My200-4-2-0.csv",20,12,2,3,10,15,0.65,0.85,0.02,0.1,"sin",FALSE,"trapezoid-freeze",9171
9190,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.85,0.02,0.1,"sin",TRUE,"grid",9172
9191,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.85,0.02,0.1,"sin",TRUE,"rowwise",9173
9192,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.85,0.02,0.1,"sin",TRUE,"rowwise-freeze",9174
9355,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.45,0.02,0.1,"sin",FALSE,"grid",9337
9356,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.45,0.02,0.1,"sin",FALSE,"rowwise",9338
9357,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.45,0.02,0.1,"sin",FALSE,"rowwise-freeze",9339
9358,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.45,0.02,0.1,"sin",FALSE,"trapezoid",9340
9359,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.45,0.02,0.1,"sin",FALSE,"trapezoid-freeze",9341
9360,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.45,0.02,0.1,"sin",TRUE,"grid",9342
9361,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.45,0.02,0.1,"sin",TRUE,"rowwise",9343
9362,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.45,0.02,0.1,"sin",TRUE,"rowwise-freeze",9344
9363,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.45,0.02,0.1,"sin",TRUE,"trapezoid",9345
9364,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.45,0.02,0.1,"sin",TRUE,"trapezoid-freeze",9346
9365,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.45,0.02,0.1,"sin",FALSE,"grid",9347
9366,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.45,0.02,0.1,"sin",FALSE,"rowwise",9348
9367,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.45,0.02,0.1,"sin",FALSE,"rowwise-freeze",9349
9368,"My200-4-2-0.csv",20,12,2,3,10,15,0.85,0.45,0.02,0.1,"sin",FALSE,"trapezoid",9350
9369,"My200-4-2-0.csv",20,12,2,3,10,15,0.85,0.45,0.02,0.1,"sin",FALSE,"trapezoid-freeze",9351
9370,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.45,0.02,0.1,"sin",TRUE,"grid",9352
9371,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.45,0.02,0.1,"sin",TRUE,"rowwise",9353
9372,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.45,0.02,0.1,"sin",TRUE,"rowwise-freeze",9354
9535,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.65,0.02,0.1,"sin",FALSE,"grid",9517
9536,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.65,0.02,0.1,"sin",FALSE,"rowwise",9518
9537,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.65,0.02,0.1,"sin",FALSE,"rowwise-freeze",9519
9538,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.65,0.02,0.1,"sin",FALSE,"trapezoid",9520
9539,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.65,0.02,0.1,"sin",FALSE,"trapezoid-freeze",9521
9540,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.65,0.02,0.1,"sin",TRUE,"grid",9522
9541,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.65,0.02,0.1,"sin",TRUE,"rowwise",9523
9542,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.65,0.02,0.1,"sin",TRUE,"rowwise-freeze",9524
9543,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.65,0.02,0.1,"sin",TRUE,"trapezoid",9525
9544,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.65,0.02,0.1,"sin",TRUE,"trapezoid-freeze",9526
9545,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.65,0.02,0.1,"sin",FALSE,"grid",9527
9546,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.65,0.02,0.1,"sin",FALSE,"rowwise",9528
9547,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.65,0.02,0.1,"sin",FALSE,"rowwise-freeze",9529
9548,"My200-4-2-0.csv",20,12,2,3,10,15,0.85,0.65,0.02,0.1,"sin",FALSE,"trapezoid",9530
9549,"My200-4-2-0.csv",20,12,2,3,10,15,0.85,0.65,0.02,0.1,"sin",FALSE,"trapezoid-freeze",9531
9550,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.65,0.02,0.1,"sin",TRUE,"grid",9532
9551,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.65,0.02,0.1,"sin",TRUE,"rowwise",9533
9552,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.65,0.02,0.1,"sin",TRUE,"rowwise-freeze",9534
9715,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.85,0.02,0.1,"sin",FALSE,"grid",9697
9716,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.85,0.02,0.1,"sin",FALSE,"rowwise",9698
9717,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.85,0.02,0.1,"sin",FALSE,"rowwise-freeze",9699
9718,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.85,0.02,0.1,"sin",FALSE,"trapezoid",9700
9719,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.85,0.02,0.1,"sin",FALSE,"trapezoid-freeze",9701
9720,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.85,0.02,0.1,"sin",TRUE,"grid",9702
9721,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.85,0.02,0.1,"sin",TRUE,"rowwise",9703
9722,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.85,0.02,0.1,"sin",TRUE,"rowwise-freeze",9704
9723,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.85,0.02,0.1,"sin",TRUE,"trapezoid",9705
9724,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.85,0.02,0.1,"sin",TRUE,"trapezoid-freeze",9706
9725,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.85,0.02,0.1,"sin",FALSE,"grid",9707
9726,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.85,0.02,0.1,"sin",FALSE,"rowwise",9708
9727,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.85,0.02,0.1,"sin",FALSE,"rowwise-freeze",9709
9728,"My200-4-2-0.csv",20,12,2,3,10,15,0.85,0.85,0.02,0.1,"sin",FALSE,"trapezoid",9710
9729,"My200-4-2-0.csv",20,12,2,3,10,15,0.85,0.85,0.02,0.1,"sin",FALSE,"trapezoid-freeze",9711
9730,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.85,0.02,0.1,"sin",TRUE,"grid",9712
9731,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.85,0.02,0.1,"sin",TRUE,"rowwise",9713
9732,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.85,0.02,0.1,"sin",TRUE,"rowwise-freeze",9714
